2019/09/15 01:41:02 ...dules/setting/log.go:269:newLogService() [I] Gitea Log Mode: File(File:info)
2019/09/15 01:41:02 ...les/setting/cache.go:45:newCacheService() [I] Cache Service Enabled
2019/09/15 01:41:02 ...s/setting/session.go:44:newSessionService() [I] Session Service Enabled
2019/09/15 01:41:02 routers/init.go:49:initDBEngine() [I] Beginning ORM engine initialization.
2019/09/15 01:41:02 routers/init.go:51:initDBEngine() [I] ORM engine initialization attempt #1/10...
2019/09/15 01:41:02 ...-xorm/xorm/engine.go:330:Ping() [I] PING DATABASE sqlite3
2019/09/15 01:41:02 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT name FROM sqlite_master WHERE type='table' and name = ? []interface {}{"version"} - took: 30.84µs
2019/09/15 01:41:02 .../xorm/session_raw.go:194:exec() [I] [SQL] CREATE TABLE IF NOT EXISTS `version` (`id` INTEGER PRIMARY KEY AUTOINCREMENT NOT NULL, `version` INTEGER NULL) - took: 2.913882ms
2019/09/15 01:41:02 ...m/dialect_sqlite3.go:260:IsColumnExist() [I] [SQL] SELECT name FROM sqlite_master WHERE type='table' and name = ? and ((sql like '%`id`%') or (sql like '%[id]%')) [version]
2019/09/15 01:41:02 ...m/dialect_sqlite3.go:260:IsColumnExist() [I] [SQL] SELECT name FROM sqlite_master WHERE type='table' and name = ? and ((sql like '%`version`%') or (sql like '%[version]%')) [version]
2019/09/15 01:41:02 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT `id`, `version` FROM `version` WHERE `id`=? LIMIT 1 []interface {}{1} - took: 20.966µs
2019/09/15 01:41:02 .../xorm/session_raw.go:194:exec() [I] [SQL] INSERT INTO `version` (`version`) VALUES (?) []interface {}{94} - took: 2.506354ms
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [pull_request]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [comment]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [comment]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [attachment]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [attachment]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [label]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [label]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [issue_label]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [issue_label]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [milestone]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [milestone]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [mirror]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [mirror]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [release]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [release]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [login_source]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [login_source]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [webhook]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [webhook]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [hook_task]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [hook_task]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [team]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [team]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [org_user]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [org_user]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [team_user]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [team_user]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [team_repo]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [team_repo]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [notice]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [notice]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [email_address]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [email_address]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [notification]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [notification]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [issue_user]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [issue_user]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [lfs_meta_object]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [lfs_meta_object]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [two_factor]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [two_factor]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [gpg_key]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [gpg_key]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [gpg_key_import]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [gpg_key_import]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [repo_unit]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [repo_unit]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [repo_redirect]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [repo_redirect]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [external_login_user]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [external_login_user]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [protected_branch]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [protected_branch]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [user_open_id]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [user_open_id]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [issue_watch]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [issue_watch]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [commit_status]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [commit_status]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [stopwatch]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [stopwatch]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [tracked_time]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [tracked_time]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [deleted_branch]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [deleted_branch]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [repo_indexer_status]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [repo_indexer_status]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [issue_dependency]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [issue_dependency]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [lfs_lock]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [lfs_lock]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [reaction]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [reaction]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [issue_assignees]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [issue_assignees]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [u2f_registration]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [u2f_registration]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [team_unit]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [team_unit]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [review]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [review]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [oauth2_application]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [oauth2_application]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [oauth2_authorization_code]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [oauth2_authorization_code]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [oauth2_grant]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [oauth2_grant]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [topic]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [topic]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [repo_topic]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [repo_topic]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [version]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [version]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [oauth2_session]
2019/09/15 01:43:35 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [oauth2_session]
2019/09/15 01:43:35 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT `id`, `type`, `name`, `is_actived`, `is_sync_enabled`, `cfg`, `created_unix`, `updated_unix` FROM `login_source` WHERE (is_actived = ? and type = ?) []interface {}{true, 6} - took: 36.815µs
2019/09/15 01:43:35 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT `id`, `owner_id`, `lower_name`, `name`, `description`, `website`, `original_url`, `default_branch`, `num_watches`, `num_stars`, `num_forks`, `num_issues`, `num_closed_issues`, `num_pulls`, `num_closed_pulls`, `num_milestones`, `num_closed_milestones`, `is_private`, `is_empty`, `is_archived`, `is_mirror`, `is_fork`, `fork_id`, `size`, `is_fsck_enabled`, `close_issues_via_commit_in_any_branch`, `topics`, `avatar`, `created_unix`, `updated_unix` FROM `repository` WHERE (id > 0) - took: 109.986µs
2019/09/15 01:43:35 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT repo.id FROM `repository` repo WHERE repo.num_watches!=(SELECT COUNT(*) FROM `watch` WHERE repo_id=repo.id) - took: 58.402µs
2019/09/15 01:43:35 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT repo.id FROM `repository` repo WHERE repo.num_stars!=(SELECT COUNT(*) FROM `star` WHERE repo_id=repo.id) - took: 25.251µs
2019/09/15 01:43:35 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT label.id FROM `label` WHERE label.num_issues!=(SELECT COUNT(*) FROM `issue_label` WHERE label_id=label.id) - took: 21.538µs
2019/09/15 01:43:35 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT `user`.id FROM `user` WHERE `user`.num_repos!=(SELECT COUNT(*) FROM `repository` WHERE owner_id=`user`.id) - took: 32.81µs
2019/09/15 01:43:35 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT `issue`.id FROM `issue` WHERE `issue`.num_comments!=(SELECT COUNT(*) FROM `comment` WHERE issue_id=`issue`.id AND type=0) - took: 40.181µs
2019/09/15 01:43:35 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT repo.id FROM `repository` repo WHERE repo.num_closed_issues!=(SELECT COUNT(*) FROM `issue` WHERE repo_id=repo.id AND is_closed=? AND is_pull=?) []interface {}{true, false} - took: 37.732µs
2019/09/15 01:43:35 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT repo.id FROM `repository` repo WHERE repo.num_closed_pulls!=(SELECT COUNT(*) FROM `issue` WHERE repo_id=repo.id AND is_closed=? AND is_pull=?) []interface {}{true, true} - took: 45.759µs
2019/09/15 01:43:35 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT repo.id FROM `repository` repo WHERE repo.num_forks!=(SELECT COUNT(*) FROM `repository` WHERE fork_id=repo.id) - took: 37.795µs
2019/09/15 01:43:35 .../xorm/session_raw.go:194:exec() [I] [SQL] DELETE FROM `deleted_branch` WHERE (deleted_unix < ?) []interface {}{1568425415} - took: 315.407µs
2019/09/15 01:43:35 routers/init.go:106:GlobalInit() [I] SQLite3 Supported
2019/09/15 01:43:35 routers/init.go:37:checkRunMode() [I] Run Mode: Production
2019/09/15 01:43:35 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT `id`, `repo_id`, `hook_id`, `uuid`, `type`, `url`, `signature`, `payload_content`, `http_method`, `content_type`, `event_type`, `is_ssl`, `is_delivered`, `delivered`, `is_succeed`, `request_content`, `response_content` FROM `hook_task` WHERE (is_delivered=?) []interface {}{false} - took: 96.154µs
2019/09/15 01:43:35 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT `id`, `type`, `status`, `conflicted_files`, `issue_id`, `index`, `head_repo_id`, `base_repo_id`, `head_user_name`, `head_branch`, `base_branch`, `merge_base`, `has_merged`, `merged_commit_id`, `merger_id`, `merged_unix` FROM `pull_request` WHERE (status = ?) []interface {}{1} - took: 351.932µs
2019/09/15 01:43:36 cmd/web.go:151:runWeb() [I] Listen: http://0.0.0.0:3000
2019/09/15 01:43:36 cmd/web.go:154:runWeb() [I] LFS server enabled
2019/09/15 01:43:36 ...ce/gracehttp/http.go:142:Serve() [I] Serving [::]:3000 with pid 16
2019/09/15 01:43:49 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT `id`, `type`, `name`, `is_actived`, `is_sync_enabled`, `cfg`, `created_unix`, `updated_unix` FROM `login_source` WHERE (is_actived = ? and type = ?) []interface {}{true, 6} - took: 111.351µs
2019/09/15 01:43:55 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT `id`, `type`, `name`, `is_actived`, `is_sync_enabled`, `cfg`, `created_unix`, `updated_unix` FROM `login_source` WHERE (is_actived = ? and type = ?) []interface {}{true, 6} - took: 95.226µs
2019/09/15 01:43:55 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT `id`, `lower_name`, `name`, `full_name`, `email`, `keep_email_private`, `email_notifications_preference`, `passwd`, `passwd_hash_algo`, `must_change_password`, `login_type`, `login_source`, `login_name`, `type`, `location`, `website`, `rands`, `salt`, `language`, `description`, `created_unix`, `updated_unix`, `last_login_unix`, `last_repo_visibility`, `max_repo_creation`, `is_active`, `is_admin`, `allow_git_hook`, `allow_import_local`, `allow_create_organization`, `prohibit_login`, `avatar`, `avatar_email`, `use_custom_avatar`, `num_followers`, `num_following`, `num_stars`, `num_repos`, `num_teams`, `num_members`, `visibility`, `diff_view_style`, `theme` FROM `user` WHERE `lower_name`=? LIMIT 1 []interface {}{"admin1"} - took: 119.781µs
2019/09/15 01:43:55 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT `id`, `uid`, `secret`, `scratch_salt`, `scratch_hash`, `last_used_passcode`, `created_unix`, `updated_unix` FROM `two_factor` WHERE `uid`=? LIMIT 1 []interface {}{1} - took: 43.625µs
2019/09/15 01:43:55 .../xorm/session_raw.go:194:exec() [I] [SQL] UPDATE `user` SET `last_login_unix` = ?, `updated_unix` = ? WHERE `id`=? []interface {}{1568511835, 1568511835, 1} - took: 3.13186ms
2019/09/15 01:43:56 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT `id`, `lower_name`, `name`, `full_name`, `email`, `keep_email_private`, `email_notifications_preference`, `passwd`, `passwd_hash_algo`, `must_change_password`, `login_type`, `login_source`, `login_name`, `type`, `location`, `website`, `rands`, `salt`, `language`, `description`, `created_unix`, `updated_unix`, `last_login_unix`, `last_repo_visibility`, `max_repo_creation`, `is_active`, `is_admin`, `allow_git_hook`, `allow_import_local`, `allow_create_organization`, `prohibit_login`, `avatar`, `avatar_email`, `use_custom_avatar`, `num_followers`, `num_following`, `num_stars`, `num_repos`, `num_teams`, `num_members`, `visibility`, `diff_view_style`, `theme` FROM `user` WHERE `id`=? LIMIT 1 []interface {}{1} - took: 145.486µs
2019/09/15 01:43:56 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT count(*) FROM `notification` WHERE (user_id = ?) AND (status = ?) []interface {}{1, 0x1} - took: 48.132µs
2019/09/15 01:43:56 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT * FROM `org_user` LEFT JOIN `user` ON `org_user`.org_id=`user`.id WHERE (`org_user`.uid=?) ORDER BY `user`.`name` ASC []interface {}{1} - took: 171.11µs
2019/09/15 01:43:56 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT `id`, `owner_id`, `lower_name`, `name`, `description`, `website`, `original_url`, `default_branch`, `num_watches`, `num_stars`, `num_forks`, `num_issues`, `num_closed_issues`, `num_pulls`, `num_closed_pulls`, `num_milestones`, `num_closed_milestones`, `is_private`, `is_empty`, `is_archived`, `is_mirror`, `is_fork`, `fork_id`, `size`, `is_fsck_enabled`, `close_issues_via_commit_in_any_branch`, `topics`, `avatar`, `created_unix`, `updated_unix` FROM `repository` WHERE (owner_id = ?) AND (is_mirror = ?) []interface {}{1, true} - took: 81.8µs
2019/09/15 01:43:56 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT `id`, `user_id`, `op_type`, `act_user_id`, `repo_id`, `comment_id`, `is_deleted`, `ref_name`, `is_private`, `content`, `created_unix` FROM `action` WHERE user_id=? AND is_deleted=? ORDER BY `id` DESC LIMIT 20 []interface {}{1, false} - took: 60.041µs
2019/09/15 01:43:56 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT count(*) FROM `org_user` WHERE (uid=?) []interface {}{1} - took: 47.545µs
2019/09/15 01:43:56 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT `id`, `lower_name`, `name`, `full_name`, `email`, `keep_email_private`, `email_notifications_preference`, `passwd`, `passwd_hash_algo`, `must_change_password`, `login_type`, `login_source`, `login_name`, `type`, `location`, `website`, `rands`, `salt`, `language`, `description`, `created_unix`, `updated_unix`, `last_login_unix`, `last_repo_visibility`, `max_repo_creation`, `is_active`, `is_admin`, `allow_git_hook`, `allow_import_local`, `allow_create_organization`, `prohibit_login`, `avatar`, `avatar_email`, `use_custom_avatar`, `num_followers`, `num_following`, `num_stars`, `num_repos`, `num_teams`, `num_members`, `visibility`, `diff_view_style`, `theme` FROM `user` WHERE `id`=? LIMIT 1 []interface {}{1} - took: 135.111µs
2019/09/15 01:43:56 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT `id`, `lower_name`, `name`, `full_name`, `email`, `keep_email_private`, `email_notifications_preference`, `passwd`, `passwd_hash_algo`, `must_change_password`, `login_type`, `login_source`, `login_name`, `type`, `location`, `website`, `rands`, `salt`, `language`, `description`, `created_unix`, `updated_unix`, `last_login_unix`, `last_repo_visibility`, `max_repo_creation`, `is_active`, `is_admin`, `allow_git_hook`, `allow_import_local`, `allow_create_organization`, `prohibit_login`, `avatar`, `avatar_email`, `use_custom_avatar`, `num_followers`, `num_following`, `num_stars`, `num_repos`, `num_teams`, `num_members`, `visibility`, `diff_view_style`, `theme` FROM `user` WHERE `lower_name`=? LIMIT 1 []interface {}{"admin1"} - took: 96.806µs
2019/09/15 01:43:56 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT strftime('%s', strftime('%Y-%m-%d', created_unix, 'unixepoch')) AS timestamp, count(user_id) as contributions FROM `action` WHERE (user_id = ?) AND (created_unix > ?) AND (act_user_id = ?) GROUP BY timestamp ORDER BY timestamp []interface {}{1, 1536975836, 1} - took: 71.657µs
